,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,ADM,2020-01-02,-0.0018237734004791,0.9994943,-0.0018228511441566169,0.0101127087274541,-0.0018228511441566169,-0.0018228511441566169,-0.0018228511441566169,-0.0018228511441566169,-0.0018228511441566169,-0.0018228511441566169
1,ADM,2020-01-03,-0.0074123513127364,0.9994984,-0.007408633476815549,0.0099721977107165,-0.007409291620481759,-0.007409949764147969,-0.0074106079078141785,-0.007411266051480388,-0.007411924195146598,-0.007412582338812808
2,ADM,2020-01-06,-0.0114232718693296,0.9991185,-0.011413202334093509,0.0099638517709387,-0.011413223985664928,-0.011413245637236348,-0.011413267288807767,-0.011413288940379187,-0.011413310591950606,-0.011413332243522025
3,ADM,2020-01-07,-0.0103664964072197,0.9988686,-0.01035476759388131,0.0101031351917287,-0.010355432403571339,-0.010356097213261369,-0.010356762022951396,-0.010357426832641426,-0.010358091642331455,-0.010358756452021485
4,ADM,2020-01-08,-0.0095729948260916,0.99908566,-0.009564241899465855,0.0101781482642263,-0.00956457607972735,-0.009564910259988846,-0.00956524444025034,-0.009565578620511835,-0.00956591280077333,-0.009566246981034825
5,ADM,2020-01-09,-0.0041937190748657,0.99858093,-0.004187767904913879,0.0102068314104046,-0.004187921594885539,-0.004188075284857198,-0.004188228974828858,-0.004188382664800517,-0.0041885363547721766,-0.004188690044743836
6,ADM,2020-01-10,0.0100270096549306,0.9971614,0.009998546868982895,0.0100776328976021,0.009998020829438741,0.00999749478989459,0.009996968750350436,0.009996442710806285,0.009995916671262131,0.009995390631717978
7,ADM,2020-01-13,0.0016872308699228,0.9985533,0.0016847899126343699,0.0100862077368063,0.0016847644586071742,0.0016847390045799787,0.001684713550552783,0.0016846880965255876,0.001684662642498392,0.0016846371884711964
8,ADM,2020-01-14,-0.0023541514623224,0.9719602,-0.002288141495447066,0.0099217724294432,-0.0022886326142293966,-0.002289123733011728,-0.0022896148517940586,-0.0022901059705763894,-0.0022905970893587206,-0.0022910882081410514
9,ADM,2020-01-15,0.020690078927792,0.9760912,0.0201954040943898,0.0097738867269491,0.020194504115928047,0.02019360413746629,0.020192704159004534,0.02019180418054278,0.020190904202081025,0.020190004223619266
10,ADM,2020-01-16,-0.001818216667081,0.34297413,-0.0006236012728870393,0.0103158815740914,-0.0006550762914517867,-0.0006865513100165342,-0.0007180263285812816,-0.000749501347146029,-0.0007809763657107764,-0.0008124513842755238
11,ADM,2020-01-17,-0.0026714340705073,0.95701015,-0.0025565895204130895,0.0101618152991672,-0.0025853761890961913,-0.002614162857779293,-0.002642949526462395,-0.0026717361951454966,-0.0027005228638285984,-0.0027293095325116997
12,ADM,2020-01-21,-0.0039712147430262,0.98225594,-0.0039007492531535105,0.0100196401997505,-0.0039025710254306243,-0.003904392797707738,-0.0039062145699848517,-0.0039080363422619654,-0.003909858114539079,-0.003911679886816193
13,ADM,2020-01-22,0.000849872528875,0.9605855,0.0008163752068116102,0.0098983035923095,0.0008159086145477779,0.0008154420222839455,0.0008149754300201133,0.0008145088377562809,0.0008140422454924486,0.0008135756532286162
14,ADM,2020-01-23,-0.0144617465229649,0.94326997,-0.013641331180416091,0.0097346907300719,-0.013641400949838288,-0.013641470719260484,-0.01364154048868268,-0.013641610258104876,-0.013641680027527072,-0.013641749796949269
15,ADM,2020-01-24,-0.0164540908390911,0.9655967,-0.015888015418735503,0.0099816904386989,-0.01588809148248296,-0.015888167546230417,-0.015888243609977874,-0.01588831967372533,-0.015888395737472784,-0.01588847180122024
16,ADM,2020-01-27,0.0082047329775092,0.9708486,0.007965553688173756,0.0103181652021975,0.00796430376935881,0.007963053850543864,0.007961803931728918,0.007960554012913972,0.007959304094099028,0.007958054175284082
17,ADM,2020-01-28,-0.0050218401014496,0.5540149,-0.0027821743480251184,0.0102819862451116,-0.002801171372395709,-0.0028201683967663004,-0.0028391654211368912,-0.0028581624455074825,-0.0028771594698780733,-0.002896156494248664
18,ADM,2020-01-29,0.045138215459259,0.9627115,0.04345507970081934,0.0101601433309716,0.04343576966308156,0.043416459625343774,0.043397149587605995,0.04337783954986821,0.04335852951213043,0.04333921947439264
19,ADM,2020-01-30,-0.0161612323781551,-0.47652894,0.007701294976032576,0.0132765236992539,0.007639570382613991,0.007577845789195405,0.00751612119577682,0.007454396602358235,0.007392672008939649,0.007330947415521064
20,ADM,2020-01-31,0.0030686380353787,0.9637588,0.002957426991180475,0.0137589484247659,0.0029073757236657343,0.0028573244561509938,0.002807273188636253,0.002757221921121513,0.0027071706536067725,0.002657119386092032
21,ADM,2020-02-03,0.0063598657269782,0.8972733,0.005706537721620001,0.013548792641869,0.005704732643057612,0.005702927564495224,0.005701122485932835,0.005699317407370447,0.005697512328808058,0.005695707250245669
22,ADM,2020-02-04,0.0108726499297189,0.87075245,0.009467386605654797,0.0134086435024063,0.00946677917400744,0.009466171742360082,0.009465564310712726,0.00946495687906537,0.009464349447418011,0.009463742015770655
23,ADM,2020-02-05,-0.0013737485420449,0.9864106,-0.0013550801480993312,0.0134371771060733,-0.0013590815759417826,-0.001363083003784234,-0.001367084431626685,-0.0013710858594691365,-0.0013750872873115878,-0.0013790887151540392
24,ADM,2020-02-06,-0.0041940252988653,0.9908407,-0.004155610851580004,0.0132298445121466,-0.004156312583469149,-0.004157014315358295,-0.004157716047247441,-0.004158417779136586,-0.0041591195110257315,-0.004159821242914877
