Date,Adj_Close
2016-01-04,12.04
2016-01-05,12.24
2016-01-06,11.79
2016-01-07,10.05
2016-01-08,10.08
2016-01-11,10.43
2016-01-12,10.5
2016-01-13,10.19
2016-01-14,10.46
2016-01-15,10.35
2016-01-19,9.87
2016-01-20,9.82
2016-01-21,9.9
2016-01-22,10.41
2016-01-25,10.0
2016-01-26,10.41
2016-01-27,10.49
2016-01-28,10.51
2016-01-29,10.86
2016-02-01,10.66
2016-02-02,10.5
2016-02-03,10.5
2016-02-04,10.77
2016-02-05,10.46
2016-02-08,10.02
2016-02-09,9.76
2016-02-10,10.01
2016-02-11,9.58
2016-02-12,10.21
2016-02-16,10.74
2016-02-17,10.92
2016-02-18,10.93
2016-02-19,10.76
2016-02-22,11.17
2016-02-23,11.2
2016-02-24,11.64
2016-02-25,11.87
2016-02-26,12.05
2016-02-29,12.2
2016-03-01,12.61
2016-03-02,13.07
2016-03-03,13.35
2016-03-04,13.24
2016-03-07,13.48
2016-03-08,13.0
2016-03-09,13.28
2016-03-10,13.14
2016-03-11,13.46
2016-03-14,13.29
2016-03-15,13.15
2016-03-16,13.41
2016-03-17,13.54
2016-03-18,13.72
2016-03-21,13.59
2016-03-22,13.62
2016-03-23,13.1
2016-03-24,13.93
2016-03-28,13.8
2016-03-29,13.82
2016-03-30,13.63
2016-03-31,14.28
2016-04-01,14.1
2016-04-04,13.81
2016-04-05,13.97
2016-04-06,14.21
2016-04-07,14.45
2016-04-08,14.49
2016-04-11,14.36
2016-04-12,14.33
2016-04-13,14.74
2016-04-14,14.65
2016-04-15,14.71
2016-04-18,14.64
2016-04-19,14.58
2016-04-20,14.77
2016-04-21,14.61
2016-04-22,14.4
2016-04-25,14.14
2016-04-26,14.26
2016-04-27,14.51
2016-04-28,13.64
2016-04-29,13.57
2016-05-02,13.8
2016-05-03,13.39
2016-05-04,13.14
2016-05-05,12.98
2016-05-06,12.94
2016-05-09,13.07
2016-05-10,13.13
2016-05-11,12.86
2016-05-12,12.82
2016-05-13,12.61
2016-05-16,12.7
2016-05-17,12.76
2016-05-18,12.65
2016-05-19,12.66
2016-05-20,12.92
2016-05-23,12.73
2016-05-24,13.68
2016-05-25,13.55
2016-05-26,13.64
2016-05-27,13.79
2016-05-31,13.94
2016-06-01,14.03
2016-06-02,14.09
2016-06-03,14.09
2016-06-06,14.17
2016-06-07,14.52
2016-06-08,14.67
2016-06-09,14.56
2016-06-10,14.17
2016-06-13,13.86
2016-06-14,13.81
2016-06-15,14.01
2016-06-16,14.09
2016-06-17,14.27
2016-06-20,14.49
2016-06-21,14.54
2016-06-22,14.86
2016-06-23,15.08
2016-06-24,14.82
2016-06-27,14.11
2016-06-28,14.6
2016-06-29,15.06
2016-06-30,15.21
2016-07-01,15.46
2016-07-05,15.19
2016-07-06,15.43
2016-07-07,15.48
2016-07-08,16.11
2016-07-11,16.13
2016-07-12,16.34
2016-07-13,16.42
2016-07-14,16.33
2016-07-15,16.43
2016-07-18,16.36
2016-07-19,16.29
2016-07-20,16.51
2016-07-21,16.42
2016-07-22,16.36
2016-07-25,16.35
2016-07-26,16.54
2016-07-27,16.46
2016-07-28,16.62
2016-07-29,15.7
2016-08-01,15.72
2016-08-02,15.41
2016-08-03,15.57
2016-08-04,15.59
2016-08-05,15.73
2016-08-08,15.64
2016-08-09,15.73
2016-08-10,15.51
2016-08-11,15.63
2016-08-12,15.32
2016-08-15,15.62
2016-08-16,15.55
2016-08-17,15.27
2016-08-18,15.26
2016-08-19,15.29
2016-08-22,15.38
2016-08-23,16.13
2016-08-24,15.88
2016-08-25,15.92
2016-08-26,15.62
2016-08-29,15.71
2016-08-30,15.86
2016-08-31,15.7
2016-09-01,15.39
2016-09-02,15.36
2016-09-06,15.27
2016-09-07,15.72
2016-09-08,15.64
2016-09-09,14.86
2016-09-12,15.26
2016-09-13,15.07
2016-09-14,15.09
2016-09-15,15.19
2016-09-16,14.88
2016-09-19,15.3
2016-09-20,14.93
2016-09-21,15.23
2016-09-22,15.65
2016-09-23,15.7
2016-09-26,16.07
2016-09-27,16.41
2016-09-28,16.45
2016-09-29,16.09
2016-09-30,16.12
2016-10-03,15.93
2016-10-04,15.7
2016-10-05,15.96
2016-10-06,16.21
2016-10-07,15.89
2016-10-10,15.89
2016-10-11,15.93
2016-10-12,15.82
2016-10-13,15.62
2016-10-14,15.7
2016-10-17,15.94
2016-10-18,15.93
2016-10-19,15.62
2016-10-20,15.11
2016-10-21,14.74
2016-10-24,14.95
2016-10-25,14.66
2016-10-26,14.64
2016-10-27,14.21
2016-10-28,14.38
2016-10-31,14.54
2016-11-01,14.37
2016-11-02,14.16
2016-11-03,14.21
2016-11-04,14.44
2016-11-07,14.65
2016-11-08,14.69
2016-11-09,14.65
2016-11-10,15.11
2016-11-11,15.35
2016-11-14,15.73
2016-11-15,15.62
2016-11-16,15.04
2016-11-17,15.18
2016-11-18,15.26
2016-11-21,15.42
2016-11-22,15.53
2016-11-23,15.75
2016-11-25,15.91
2016-11-28,16.04
2016-11-29,16.21
2016-11-30,15.84
2016-12-01,15.08
2016-12-02,15.07
2016-12-05,15.43
2016-12-06,16.08
2016-12-07,16.55
2016-12-08,17.26
2016-12-09,17.21
2016-12-12,17.14
2016-12-13,17.06
2016-12-14,16.32
2016-12-15,16.25
2016-12-16,16.54
2016-12-19,16.43
2016-12-20,16.43
2016-12-21,16.58
2016-12-22,16.25
2016-12-23,16.15
2016-12-27,16.26
2016-12-28,16.01
2016-12-29,16.04
2016-12-30,15.81
2017-01-03,16.23
2017-01-04,16.96
2017-01-05,17.08
2017-01-06,16.21
2017-01-09,16.16
2017-01-10,16.25
2017-01-11,16.6
2017-01-12,16.65
2017-01-13,16.25
2017-01-17,16.65
2017-01-18,16.51
2017-01-19,16.21
2017-01-20,16.35
2017-01-23,16.28
2017-01-24,16.75
2017-01-25,16.89
2017-01-26,17.16
2017-01-27,16.61
2017-01-30,16.39
2017-01-31,16.38
2017-02-01,16.37
2017-02-02,16.26
2017-02-03,16.4
2017-02-06,16.5
2017-02-07,16.32
2017-02-08,16.25
2017-02-09,16.32
2017-02-10,16.55
2017-02-13,16.36
2017-02-14,16.11
2017-02-15,16.67
2017-02-16,16.74
2017-02-17,16.75
2017-02-21,17.07
2017-02-22,16.89
2017-02-23,16.93
2017-02-24,17.24
2017-02-27,17.8
2017-02-28,17.75
2017-03-01,18.01
2017-03-02,17.8
2017-03-03,18.08
2017-03-06,18.05
2017-03-07,18.19
2017-03-08,18.74
2017-03-09,18.44
2017-03-10,18.64
2017-03-13,18.58
2017-03-14,18.52
2017-03-15,18.91
2017-03-16,19.61
2017-03-17,19.47
2017-03-20,19.38
2017-03-21,19.12
2017-03-22,19.11
2017-03-23,19.32
2017-03-24,19.61
2017-03-27,19.36
2017-03-28,19.82
2017-03-29,19.9
2017-03-30,19.99
2017-03-31,19.88
2017-04-03,19.77
2017-04-04,19.52
2017-04-05,19.44
2017-04-06,19.88
2017-04-07,19.74
2017-04-10,20.05
2017-04-11,20.04
2017-04-12,20.04
2017-04-13,20.09
2017-04-17,20.55
2017-04-18,20.68
2017-04-19,20.7
2017-04-20,20.47
2017-04-21,20.43
2017-04-24,20.44
2017-04-25,20.44
2017-04-26,21.17
2017-04-27,21.13
2017-04-28,20.6
2017-05-01,20.63
2017-05-02,20.29
2017-05-03,20.1
2017-05-04,20.21
2017-05-05,20.35
2017-05-08,20.44
2017-05-09,20.82
2017-05-10,20.93
2017-05-11,20.96
2017-05-12,20.91
2017-05-15,21.29
2017-05-16,21.52
2017-05-17,20.82
2017-05-18,20.99
2017-05-19,21.44
2017-05-22,21.46
2017-05-23,21.18
2017-05-24,21.28
2017-05-25,21.3
2017-05-26,21.32
2017-05-30,21.25
2017-05-31,20.98
2017-06-01,21.29
2017-06-02,21.8
2017-06-05,21.39
2017-06-06,21.43
2017-06-07,21.38
2017-06-08,21.36
2017-06-09,21.44
2017-06-12,21.57
2017-06-13,21.92
2017-06-14,21.97
2017-06-15,21.69
2017-06-16,21.63
2017-06-19,22.12
2017-06-20,22.31
2017-06-21,22.33
2017-06-22,22.23
2017-06-23,22.41
2017-06-26,22.78
2017-06-27,22.82
2017-06-28,24.06
2017-06-29,23.77
2017-06-30,23.97
2017-07-03,23.83
2017-07-05,23.85
2017-07-06,23.42
2017-07-07,24.06
2017-07-10,24.18
2017-07-11,23.9
2017-07-12,23.76
2017-07-13,23.72
2017-07-14,23.66
2017-07-17,23.64
2017-07-18,23.33
2017-07-19,23.43
2017-07-20,23.36
2017-07-21,23.3
2017-07-24,23.4
2017-07-25,23.62
2017-07-26,23.18
2017-07-27,23.14
2017-07-28,23.04
2017-07-31,22.92
2017-08-01,23.39
2017-08-02,23.07
2017-08-03,23.11
2017-08-04,23.43
2017-08-07,23.52
2017-08-08,23.33
2017-08-09,23.2
2017-08-10,22.5
2017-08-11,22.7
2017-08-14,23.1
2017-08-15,23.15
2017-08-16,23.59
2017-08-17,22.65
2017-08-18,22.21
2017-08-21,22.34
2017-08-22,22.32
2017-08-23,22.08
2017-08-24,21.82
2017-08-25,21.95
2017-08-28,21.37
2017-08-29,21.05
2017-08-30,21.16
2017-08-31,21.4
2017-09-01,21.59
2017-09-05,21.25
2017-09-06,21.32
2017-09-07,21.23
2017-09-08,21.41
2017-09-11,21.63
2017-09-12,21.84
2017-09-13,21.3
2017-09-14,21.39
2017-09-15,21.19
2017-09-18,21.3
2017-09-19,21.28
2017-09-20,20.71
2017-09-21,20.78
2017-09-22,20.88
2017-09-25,21.12
2017-09-26,21.42
2017-09-27,21.61
2017-09-28,22.22
2017-09-29,24.12
2017-10-02,24.7
2017-10-03,24.65
2017-10-04,25.37
2017-10-05,25.64
2017-10-06,25.93
2017-10-09,26.32
2017-10-10,26.74
2017-10-11,27.18
2017-10-12,27.41
2017-10-13,26.89
2017-10-16,27.16
2017-10-17,27.17
2017-10-18,27.03
2017-10-19,27.03
2017-10-20,27.05
2017-10-23,26.93
2017-10-24,27.59
2017-10-25,26.93
2017-10-26,26.9
2017-10-27,27.05
2017-10-30,26.99
2017-10-31,27.43
2017-11-01,27.54
2017-11-02,26.72
2017-11-03,27.12
2017-11-06,27.98
2017-11-07,28.39
2017-11-08,28.34
2017-11-09,28.51
2017-11-10,28.11
2017-11-13,28.44
2017-11-14,28.65
2017-11-15,28.65
2017-11-16,28.38
2017-11-17,28.91
2017-11-20,28.69
2017-11-21,29.04
2017-11-22,28.9
2017-11-24,29.1
2017-11-27,28.83
2017-11-28,30.0
2017-11-29,30.54
2017-11-30,31.36
2017-12-01,30.78
2017-12-04,30.45
2017-12-05,30.12
2017-12-06,30.09
2017-12-07,30.61
2017-12-08,31.16
2017-12-11,30.92
2017-12-12,30.87
2017-12-13,30.68
2017-12-14,30.78
2017-12-15,31.08
2017-12-18,31.67
2017-12-19,30.69
2017-12-20,30.91
2017-12-21,31.66
2017-12-22,31.53
2017-12-26,31.68
2017-12-27,31.82
2017-12-28,32.25
2017-12-29,31.95
2018-01-02,32.2
2018-01-03,33.64
2018-01-04,33.14
2018-01-05,33.4
2018-01-08,33.83
2018-01-09,34.2
2018-01-10,34.35
2018-01-11,38.58
2018-01-12,36.98
2018-01-16,35.35
2018-01-17,35.87
2018-01-18,35.01
2018-01-19,34.99
2018-01-22,35.02
2018-01-23,34.96
2018-01-24,34.55
2018-01-25,33.77
2018-01-26,33.16
2018-01-29,32.66
2018-01-30,32.47
2018-01-31,31.52
2018-02-01,31.63
2018-02-02,30.7
2018-02-05,30.08
2018-02-06,31.19
2018-02-07,30.54
2018-02-08,29.15
2018-02-09,29.42
2018-02-12,30.23
2018-02-13,30.45
2018-02-14,31.28
2018-02-15,31.22
2018-02-16,31.64
2018-02-20,30.74
2018-02-21,30.58
2018-02-22,30.19
2018-02-23,29.83
2018-02-26,29.57
2018-02-27,28.65
2018-02-28,27.75
2018-03-01,27.87
2018-03-02,28.1
2018-03-05,28.51
2018-03-06,29.03
2018-03-07,28.92
2018-03-08,28.7
2018-03-09,29.22
2018-03-12,29.63
2018-03-13,29.93
2018-03-14,28.93
2018-03-15,28.18
2018-03-16,28.65
2018-03-19,28.67
2018-03-20,29.15
2018-03-21,29.74
2018-03-22,28.84
2018-03-23,29.52
2018-03-26,28.4
2018-03-27,28.13
2018-03-28,27.73
2018-03-29,28.45
2018-04-02,27.82
2018-04-03,27.95
2018-04-04,29.28
2018-04-05,29.91
2018-04-06,29.08
2018-04-09,28.6
2018-04-10,28.39
2018-04-11,28.32
2018-04-12,28.53
2018-04-13,28.45
2018-04-16,28.99
2018-04-17,29.21
2018-04-18,29.05
2018-04-19,26.85
2018-04-20,26.31
2018-04-23,26.2
2018-04-24,25.69
2018-04-25,26.07
2018-04-26,26.65
2018-04-27,27.08
2018-04-30,26.55
2018-05-01,27.09
2018-05-02,26.94
2018-05-03,27.59
2018-05-04,27.58
2018-05-07,27.57
2018-05-08,27.55
2018-05-09,26.15
2018-05-10,26.16
2018-05-11,26.21
2018-05-14,26.3
2018-05-15,25.2
2018-05-16,25.34
2018-05-17,25.82
2018-05-18,26.54
2018-05-21,26.54
2018-05-22,25.89
2018-05-23,26.27
2018-05-24,26.14
2018-05-25,26.52
2018-05-29,26.95
2018-05-30,26.82
2018-05-31,26.34
2018-06-01,26.4
2018-06-04,26.68
2018-06-05,26.44
2018-06-06,26.94
2018-06-07,26.69
2018-06-08,27.58
2018-06-11,27.67
2018-06-12,28.33
2018-06-13,26.26
2018-06-14,26.21
2018-06-15,26.08
2018-06-18,25.67
2018-06-19,25.89
2018-06-20,26.35
2018-06-21,26.09
2018-06-22,25.75
2018-06-25,24.86
2018-06-26,25.44
2018-06-27,24.96
2018-06-28,25.38
2018-06-29,27.24
2018-07-02,25.95
2018-07-03,26.46
2018-07-05,26.48
2018-07-06,26.7
2018-07-09,27.48
2018-07-10,27.55
2018-07-11,27.28
2018-07-12,26.98
2018-07-13,26.99
2018-07-16,27.01
2018-07-17,27.48
2018-07-18,26.88
2018-07-19,26.99
2018-07-20,26.05
2018-07-23,25.78
2018-07-24,24.89
2018-07-25,23.81
2018-07-26,24.22
2018-07-27,23.58
2018-07-30,23.38
2018-07-31,23.75
2018-08-01,23.97
2018-08-02,23.33
2018-08-03,23.43
2018-08-06,23.63
2018-08-07,24.27
2018-08-08,24.15
2018-08-09,24.23
2018-08-10,24.03
2018-08-13,23.25
2018-08-14,23.43
2018-08-15,23.19
2018-08-16,23.73
2018-08-17,23.56
2018-08-20,24.03
2018-08-21,25.32
2018-08-22,25.04
2018-08-23,24.86
2018-08-24,25.09
2018-08-27,25.48
2018-08-28,25.37
2018-08-29,25.19
2018-08-30,24.76
2018-08-31,24.85
2018-09-04,24.79
2018-09-05,25.15
2018-09-06,25.09
2018-09-07,24.61
2018-09-10,24.73
2018-09-11,25.04
2018-09-12,25.42
2018-09-13,25.2
2018-09-14,25.81
2018-09-17,25.18
2018-09-18,25.8
2018-09-19,25.75
2018-09-20,25.18
2018-09-21,25.37
2018-09-24,25.53
2018-09-25,25.29
2018-09-26,24.51
2018-09-27,23.84
2018-09-28,23.91
2018-10-01,23.7
2018-10-02,24.17
2018-10-03,23.39
2018-10-04,23.05
2018-10-05,22.69
2018-10-08,23.28
2018-10-09,22.36
2018-10-10,21.62
2018-10-11,20.92
2018-10-12,20.69
2018-10-15,20.72
2018-10-16,21.51
2018-10-17,20.9
2018-10-18,20.51
2018-10-19,19.67
2018-10-22,18.81
2018-10-23,19.18
2018-10-24,18.56
2018-10-25,19.79
2018-10-26,20.01
2018-10-29,19.39
2018-10-30,20.36
2018-10-31,19.97
2018-11-01,20.84
2018-11-02,20.66
2018-11-05,21.56
2018-11-06,21.3
2018-11-07,21.36
2018-11-08,20.62
2018-11-09,21.13
2018-11-12,20.68
2018-11-13,20.96
2018-11-14,20.8
2018-11-15,17.61
2018-11-16,18.99
2018-11-19,19.47
2018-11-20,19.81
2018-11-21,20.38
2018-11-23,20.58
2018-11-26,20.89
2018-11-27,21.01
2018-11-28,21.29
2018-11-29,21.19
2018-11-30,21.11
2018-12-03,21.17
2018-12-04,20.02
2018-12-06,20.58
2018-12-07,20.41
2018-12-10,19.86
2018-12-11,19.74
2018-12-12,20.09
2018-12-13,19.83
2018-12-14,19.65
2018-12-17,19.35
2018-12-18,19.96
2018-12-19,19.9
2018-12-20,20.09
2018-12-21,18.79
2018-12-24,18.65
2018-12-26,19.4
2018-12-27,19.36
2018-12-28,19.28
2018-12-31,19.1
2019-01-02,19.81
2019-01-03,19.61
2019-01-04,20.66
2019-01-07,21.0
2019-01-08,21.12
2019-01-09,21.98
2019-01-10,21.0
2019-01-11,21.17
2019-01-14,20.56
2019-01-15,20.74
2019-01-16,20.48
2019-01-17,20.57
2019-01-18,20.3
2019-01-22,19.52
2019-01-23,19.91
2019-01-24,20.44
2019-01-25,20.06
2019-01-28,20.03
2019-01-29,20.4
2019-01-30,20.52
2019-01-31,21.41
2019-02-01,21.83
2019-02-04,21.73
2019-02-05,22.04
2019-02-06,21.23
2019-02-07,21.73
2019-02-08,21.48
2019-02-11,21.49
2019-02-12,22.98
2019-02-13,22.65
2019-02-14,22.67
2019-02-15,22.82
2019-02-19,23.1
2019-02-20,22.98
2019-02-21,23.8
2019-02-22,23.87
2019-02-25,23.46
2019-02-26,23.21
2019-02-27,23.14
2019-02-28,22.81
2019-03-01,22.71
2019-03-04,23.13
2019-03-05,22.69
2019-03-06,22.38
2019-03-07,23.11
2019-03-08,23.45
2019-03-11,24.1
2019-03-12,24.04
2019-03-13,23.73
2019-03-14,23.65
2019-03-15,23.36
2019-03-18,23.12
2019-03-19,22.43
2019-03-20,22.15
2019-03-21,22.75
2019-03-22,22.73
2019-03-25,23.87
2019-03-26,24.08
2019-03-27,24.73
2019-03-28,24.74
2019-03-29,24.17
2019-04-01,24.18
2019-04-02,24.15
2019-04-03,24.39
2019-04-04,25.18
2019-04-05,25.61
2019-04-08,25.2
2019-04-09,24.68
2019-04-10,25.19
2019-04-11,25.48
2019-04-12,25.64
2019-04-15,25.41
2019-04-16,25.28
2019-04-17,25.56
2019-04-18,25.92
2019-04-22,25.19
2019-04-23,25.93
2019-04-24,26.11
2019-04-25,25.56
2019-04-26,25.56
2019-04-29,25.87
2019-04-30,25.91
2019-05-01,25.63
2019-05-02,26.21
2019-05-03,26.25
2019-05-06,26.29
2019-05-07,25.72
2019-05-08,25.26
2019-05-09,25.83
2019-05-10,26.12
2019-05-13,26.11
2019-05-14,26.89
2019-05-15,26.79
2019-05-16,27.37
2019-05-17,26.95
2019-05-20,26.41
2019-05-21,26.65
2019-05-22,26.38
2019-05-23,26.35
2019-05-24,26.91
2019-05-28,26.47
2019-05-29,26.06
2019-05-30,25.59
2019-05-31,25.13
2019-06-03,25.8
2019-06-04,26.39
2019-06-05,26.33
2019-06-06,26.19
2019-06-07,26.55
2019-06-10,26.42
2019-06-11,26.0
2019-06-12,25.98
2019-06-13,26.47
2019-06-14,26.46
2019-06-17,26.2
2019-06-18,25.56
2019-06-19,25.09
2019-06-20,25.51
2019-06-21,24.62
2019-06-24,24.47
2019-06-25,23.82
2019-06-26,23.53
2019-06-27,25.39
2019-06-28,25.73
2019-07-01,25.95
2019-07-02,26.14
2019-07-03,26.59
2019-07-05,25.96
2019-07-08,26.48
2019-07-09,26.3
2019-07-10,26.32
2019-07-11,25.84
2019-07-12,26.37
2019-07-15,26.32
2019-07-16,26.74
2019-07-17,26.8
2019-07-18,26.79
2019-07-19,26.64
2019-07-22,26.33
2019-07-23,25.53
2019-07-24,26.43
2019-07-25,27.14
2019-07-26,26.81
2019-07-29,26.62
2019-07-30,27.25
2019-07-31,26.27
2019-08-01,26.76
2019-08-02,25.94
2019-08-05,25.27
2019-08-06,25.68
2019-08-07,26.26
2019-08-08,26.84
2019-08-09,26.3
2019-08-12,26.32
2019-08-13,27.2
2019-08-14,26.62
2019-08-15,26.5
2019-08-16,26.85
2019-08-19,27.43
2019-08-20,27.98
2019-08-21,28.17
2019-08-22,28.47
2019-08-23,28.09
2019-08-26,28.11
2019-08-27,27.84
2019-08-28,28.22
2019-08-29,28.17
2019-08-30,28.09
2019-09-03,27.83
2019-09-04,28.69
2019-09-05,28.65
2019-09-06,28.95
2019-09-09,29.12
2019-09-10,28.87
2019-09-11,29.6
2019-09-12,30.35
2019-09-13,30.22
2019-09-16,30.34
2019-09-17,31.24
2019-09-18,31.39
2019-09-19,31.22
2019-09-20,31.47
2019-09-23,31.62
2019-09-24,31.44
2019-09-25,32.38
2019-09-26,32.73
2019-09-27,32.53
2019-09-30,34.0
2019-10-01,33.78
2019-10-02,33.49
2019-10-03,33.1
2019-10-04,33.73
2019-10-07,33.82
2019-10-08,33.89
2019-10-09,33.96
2019-10-10,34.07
2019-10-11,33.92
2019-10-14,34.06
2019-10-15,34.75
2019-10-16,35.69
2019-10-17,36.14
2019-10-18,36.48
2019-10-21,36.24
2019-10-22,36.31
2019-10-23,36.07
2019-10-24,36.8
2019-10-25,36.58
2019-10-28,35.48
2019-10-29,35.42
2019-10-30,35.93
2019-10-31,35.69
2019-11-01,36.32
2019-11-04,34.46
2019-11-05,33.58
2019-11-06,34.17
2019-11-07,32.54
2019-11-08,32.61
2019-11-11,33.56
2019-11-12,33.92
2019-11-13,34.36
2019-11-14,34.58
2019-11-15,34.28
2019-11-18,34.75
2019-11-19,34.9
2019-11-20,34.96
2019-11-21,34.36
2019-11-22,34.04
2019-11-25,34.65
2019-11-26,35.09
2019-11-27,34.87
2019-11-29,34.58
2019-12-02,33.8
2019-12-03,34.34
2019-12-04,34.52
2019-12-05,35.07
2019-12-06,34.19
2019-12-09,34.84
2019-12-10,34.98
2019-12-11,35.73
2019-12-12,34.7
2019-12-13,34.95
2019-12-16,34.79
2019-12-17,34.08
2019-12-18,33.39
2019-12-19,32.69
2019-12-20,33.91
2019-12-23,33.44
2019-12-24,34.02
2019-12-26,33.8
2019-12-27,33.93
2019-12-30,33.98
2019-12-31,34.27
2020-01-02,34.51
2020-01-03,34.91
2020-01-06,35.65
2020-01-07,36.26
2020-01-08,37.0
2020-01-09,37.06
2020-01-10,35.86
2020-01-13,35.26
2020-01-14,36.1
2020-01-15,36.73
2020-01-16,36.54
2020-01-17,36.81
2020-01-21,37.84
2020-01-22,38.27
2020-01-23,38.89
2020-01-24,38.12
2020-01-27,38.26
2020-01-28,38.9
2020-01-29,38.43
2020-01-30,38.02
2020-01-31,37.55
2020-02-03,37.83
2020-02-04,36.77
2020-02-05,37.31
2020-02-06,37.57
2020-02-07,38.11
2020-02-10,39.07
2020-02-11,39.05
2020-02-12,38.75
2020-02-13,39.47
