Date,Adj_Close
2016-01-04,42.415990433993024
2016-01-05,41.609261959973715
2016-01-06,39.77171376915195
2016-01-07,38.104474922845384
2016-01-08,37.67421973670175
2016-01-11,37.38738294593933
2016-01-12,37.63836513785645
2016-01-13,38.46302091129841
2016-01-14,38.99187624426662
2016-01-15,38.615402956390945
2016-01-19,38.31063886620588
2016-01-20,37.835565431505614
2016-01-21,38.27478426736057
2016-01-22,39.61036807434809
2016-01-25,38.54369375870034
2016-01-26,39.00083989397795
2016-01-27,38.77674865119481
2016-01-28,39.242858436183745
2016-01-29,40.022695961069076
2016-02-01,39.69104092175002
2016-02-02,38.32856616562852
2016-02-03,37.60251053901115
2016-02-04,35.6305076025195
2016-02-05,34.78792452965489
2016-02-08,33.29995867757483
2016-02-09,33.30892232728615
2016-02-10,33.04897648565771
2016-02-11,31.561010633577652
2016-02-12,33.550940869491946
2016-02-16,34.079796202460166
2016-02-17,35.20025241637587
2016-02-18,35.13750686839659
2016-02-19,35.05683402099466
2016-02-22,35.14647051810792
2016-02-23,34.43834219091319
2016-02-24,34.56383328687175
2016-02-25,35.33470716204575
2016-02-26,35.935271692704575
2016-02-29,35.46019825800431
2016-03-01,37.36049199680535
2016-03-02,37.6562924372791
2016-03-03,37.99691112630948
2016-03-04,37.94312922804152
2016-03-07,38.40923901303046
2016-03-08,37.45012849391861
2016-03-09,37.64732878756777
2016-03-10,37.87142003035091
2016-03-11,39.664149972616045
2016-03-14,39.350422232719644
2016-03-15,39.251822085895064
2016-03-16,39.23389478647242
2016-03-17,39.51176792752351
2016-03-18,40.09440515875968
2016-03-21,39.89720486511051
2016-03-22,39.52073157723484
2016-03-23,38.911203396864686
2016-03-24,37.91623827890754
2016-03-28,38.54369375870034
2016-03-29,38.05965667428875
2016-03-30,40.09440515875968
2016-03-31,39.38627683156495
2016-04-01,39.94202311366715
2016-04-04,39.153221939070484
2016-04-05,38.445093611875755
2016-04-06,38.52576645927768
2016-04-07,37.57561958987717
2016-04-08,37.54872864074319
2016-04-11,38.032765725154775
2016-04-12,38.68711215408155
2016-04-13,39.76275011944063
2016-04-14,40.20196895529559
2016-04-15,40.022695961069076
2016-04-18,40.39916924894475
2016-04-19,40.89216998306766
2016-04-20,41.60029831026239
2016-04-21,41.340352468633945
2016-04-22,42.03951714611735
2016-04-25,41.44791626516986
2016-04-26,41.878171451313484
2016-04-27,41.90506240044746
2016-04-28,40.99077012989224
2016-04-29,40.42606019807873
2016-05-02,41.08937027671683
2016-05-03,40.148187057027634
2016-05-04,39.38627683156495
2016-05-05,38.37338441418515
2016-05-06,38.561621058122995
2016-05-09,38.471984561009734
2016-05-10,39.35938588243097
2016-05-11,38.92016704657602
2016-05-12,39.00083989397795
2016-05-13,38.53473010898902
2016-05-16,38.90223974715337
2016-05-17,38.803639600328786
2016-05-18,40.30953275183149
2016-05-19,39.717931870884
2016-05-20,39.98684136222377
2016-05-23,39.834459317131234
2016-05-24,40.57844224317127
2016-05-25,41.03558837844887
2016-05-26,40.40813289865608
2016-05-27,41.02662472873755
2016-05-31,40.82942443508838
2016-06-01,41.03558837844887
2016-06-02,40.972842830469595
2016-06-03,39.708968221172675
2016-06-06,40.148187057027634
2016-06-07,39.933059463955814
2016-06-08,39.9958050119351
2016-06-09,39.242858436183745
2016-06-10,38.62436660610227
2016-06-13,38.45405726158708
2016-06-14,37.88038368006224
2016-06-15,37.5845832395885
2016-06-16,37.84452908121694
2016-06-17,37.79971083266031
2016-06-20,38.11343857255671
2016-06-21,38.301675216494544
2016-06-22,38.14032952169068
2016-06-23,39.59244077492544
2016-06-24,35.352634461468405
2016-06-27,32.74421239547264
2016-06-28,33.792959411697744
2016-06-29,35.13750686839659
2016-06-30,35.7022168002101
2016-07-01,35.397452710025036
2016-07-05,33.92741415736763
2016-07-06,34.37559664293391
2016-07-07,34.303887445243305
2016-07-08,35.13750686839659
2016-07-11,35.65739855165348
2016-07-12,36.53583622336339
2016-07-13,36.28485403144627
2016-07-14,37.98794747659815
2016-07-15,38.19411141995864
2016-07-18,38.62436660610227
2016-07-19,38.516802809566364
2016-07-20,38.67814850437022
2016-07-21,38.7408940523495
2016-07-22,38.77674865119481
2016-07-25,38.64229390552492
2016-07-26,38.803639600328786
2016-07-27,38.7050394535042
2016-07-28,38.615402956390945
2016-07-29,38.31063886620588
2016-08-01,38.14032952169068
2016-08-02,37.835565431505614
2016-08-03,39.171149238493136
2016-08-04,35.44227095858166
2016-08-05,36.87645491239377
2016-08-08,37.16329170315619
2016-08-09,37.00194600835233
2016-08-10,35.989053590972524
2016-08-11,35.989053590972524
2016-08-12,35.63947125223083
2016-08-15,36.060762788663126
2016-08-16,36.21314483375566
2016-08-17,36.204181184044344
2016-08-18,36.275890381734946
2016-08-19,36.2579630823123
2016-08-22,36.12350833664241
2016-08-23,36.38345417827086
2016-08-24,36.66132731932195
2016-08-25,37.028836957486305
2016-08-26,37.45909214362993
2016-08-29,38.01483842573212
2016-08-30,38.82156689975144
2016-08-31,38.90223974715337
2016-09-01,38.59747565696829
2016-09-02,38.77674865119481
2016-09-06,38.6333302558136
2016-09-07,38.62436660610227
2016-09-08,38.96498529513264
2016-09-09,39.35938588243097
2016-09-12,39.70000457146135
2016-09-13,39.41316778069893
2016-09-14,39.242858436183745
2016-09-15,39.88824121539919
2016-09-16,39.28767668474037
2016-09-19,39.39524048127628
2016-09-20,39.44902237954423
2016-09-21,40.067514209625706
2016-09-22,39.977877712512445
2016-09-23,39.90616851482184
2016-09-26,38.90223974715337
2016-09-27,39.21596748704977
2016-09-28,39.55658617608014
2016-09-29,39.13529463964783
2016-09-30,39.82549566741991
2016-10-03,39.77171376915195
2016-10-04,40.219896254718236
2016-10-05,41.22382502238671
2016-10-06,42.26360838890049
2016-10-07,42.32635393687977
2016-10-10,42.64904532648749
2016-10-11,42.407026784281705
