Date,Adj_Close
2016-01-04,45.93241022726267
2016-01-05,46.01107845287134
2016-01-06,44.64421803292068
2016-01-07,42.707012977307166
2016-01-08,41.4089872547641
2016-01-11,41.69415957259553
2016-01-12,42.36283949026923
2016-01-13,40.80914203449799
2016-01-14,40.36663326544921
2016-01-15,40.22896387063403
2016-01-19,40.29779856804162
2016-01-20,39.992959193808026
2016-01-21,40.504302660264386
2016-01-22,41.507322536774936
2016-01-25,39.92412449640044
2016-01-26,41.78266132640529
2016-01-27,41.12381493693267
2016-01-28,40.59280441407414
2016-01-29,41.44832136756843
2016-02-01,40.92714437291099
2016-02-02,39.520949840156
2016-02-03,39.688119819574425
2016-02-04,39.84545627079177
2016-02-05,38.87193697888447
2016-02-08,37.800082404966325
2016-02-09,37.78041534856416
2016-02-10,38.34092645602594
2016-02-11,37.17073660009696
2016-02-12,39.039106958302895
2016-02-16,39.62911865036792
2016-02-17,39.84545627079177
2016-02-18,39.334112804335405
2016-02-19,39.30461221973216
2016-02-22,40.16012917322645
2016-02-23,40.356799737248124
2016-02-24,40.415800906454635
2016-02-25,41.53682312137819
2016-02-26,41.53682312137819
2016-02-29,41.241817275345674
2016-03-01,42.903683541328846
2016-03-02,44.02470575625241
2016-03-03,44.8802227097467
2016-03-04,44.62455097651852
2016-03-07,44.95889093535537
2016-03-08,43.788701079426396
2016-03-09,44.457380997100095
2016-03-10,44.11320751006216
2016-03-11,45.45056734540956
2016-03-14,44.9982250481597
2016-03-15,44.71305273032827
2016-03-16,45.69640555043666
2016-03-17,46.44375369371903
2016-03-18,46.86659540636563
2016-03-21,46.49292133472445
2016-03-22,46.26675018609952
2016-03-23,45.4309002890074
2016-03-24,45.57840321202365
2016-03-28,45.922576699061594
2016-03-29,47.377938872822
2016-03-30,47.014098329381895
2016-03-31,47.55494238044151
2016-04-01,46.66009131414288
2016-04-04,46.07007962207785
2016-04-05,46.01107845287134
2016-04-06,46.876428934566725
2016-04-07,46.84692834996347
