,identifier,time,returns,position,captured_returns
0,ADM,2021-01-04,0.0120797153896136,1.0,0.0120797153896136
1,ADM,2021-01-05,0.0249685607926243,1.0,0.0249685607926243
2,ADM,2021-01-06,-0.0050461822812737,1.0,-0.0050461822812737
3,ADM,2021-01-07,0.0015298081561567,1.0,0.0015298081561567
4,ADM,2021-01-08,-0.0058730266914235,1.0,-0.0058730266914235
5,ADM,2021-01-11,-0.007214702565911,1.0,-0.007214702565911
6,ADM,2021-01-12,0.0042392950383556,1.0,0.0042392950383556
7,ADM,2021-01-13,0.0126963317324755,1.0,0.0126963317324755
8,ADM,2021-01-14,-0.0075093373917254,1.0,-0.0075093373917254
9,ADM,2021-01-15,0.0102394840146883,1.0,0.0102394840146883
10,ADM,2021-01-19,0.0044790029336252,1.0,0.0044790029336252
11,ADM,2021-01-20,-0.0080088972107668,1.0,-0.0080088972107668
12,ADM,2021-01-21,0.0003429942724819,1.0,0.0003429942724819
13,ADM,2021-01-22,0.0031366458689269,1.0,0.0031366458689269
14,ADM,2021-01-25,-0.01068693453,1.0,-0.01068693453
15,ADM,2021-01-26,-0.0307803440159051,1.0,-0.0307803440159051
16,ADM,2021-01-27,0.0154573296329138,1.0,0.0154573296329138
17,ADM,2021-01-28,-0.0102272172005817,1.0,-0.0102272172005817
18,ADM,2021-01-29,0.004884482150254,1.0,0.004884482150254
19,ADM,2021-02-01,0.0047942981702784,1.0,0.0047942981702784
20,ADM,2021-02-02,0.0052299795040583,1.0,0.0052299795040583
21,ADM,2021-02-03,0.0113239835722378,1.0,0.0113239835722378
22,ADM,2021-02-04,0.00797175092068,1.0,0.00797175092068
23,ADM,2021-02-05,0.0035503294012793,1.0,0.0035503294012793
24,ADM,2021-02-08,0.0084952916902206,1.0,0.0084952916902206
25,ADM,2021-02-09,-0.0002029536911725,1.0,-0.0002029536911725
26,ADM,2021-02-10,0.0047457949869198,1.0,0.0047457949869198
