,identifier,time,returns,position,captured_returns
0,ADM,2020-01-02,-0.0018237734004791,1.0,-0.0018237734004791
1,ADM,2020-01-03,-0.0074123513127364,1.0,-0.0074123513127364
2,ADM,2020-01-06,-0.0114232718693296,1.0,-0.0114232718693296
3,ADM,2020-01-07,-0.0103664964072197,1.0,-0.0103664964072197
4,ADM,2020-01-08,-0.0095729948260916,1.0,-0.0095729948260916
5,ADM,2020-01-09,-0.0041937190748657,1.0,-0.0041937190748657
6,ADM,2020-01-10,0.0100270096549306,1.0,0.0100270096549306
7,ADM,2020-01-13,0.0016872308699228,1.0,0.0016872308699228
8,ADM,2020-01-14,-0.0023541514623224,1.0,-0.0023541514623224
9,ADM,2020-01-15,0.020690078927792,1.0,0.020690078927792
10,ADM,2020-01-16,-0.001818216667081,1.0,-0.001818216667081
11,ADM,2020-01-17,-0.0026714340705073,1.0,-0.0026714340705073
12,ADM,2020-01-21,-0.0039712147430262,1.0,-0.0039712147430262
13,ADM,2020-01-22,0.000849872528875,1.0,0.000849872528875
14,ADM,2020-01-23,-0.0144617465229649,1.0,-0.0144617465229649
15,ADM,2020-01-24,-0.0164540908390911,1.0,-0.0164540908390911
16,ADM,2020-01-27,0.0082047329775092,1.0,0.0082047329775092
17,ADM,2020-01-28,-0.0050218401014496,1.0,-0.0050218401014496
18,ADM,2020-01-29,0.045138215459259,1.0,0.045138215459259
19,ADM,2020-01-30,-0.0161612323781551,1.0,-0.0161612323781551
20,ADM,2020-01-31,0.0030686380353787,1.0,0.0030686380353787
21,ADM,2020-02-03,0.0063598657269782,1.0,0.0063598657269782
22,ADM,2020-02-04,0.0108726499297189,1.0,0.0108726499297189
23,ADM,2020-02-05,-0.0013737485420449,1.0,-0.0013737485420449
24,ADM,2020-02-06,-0.0041940252988653,1.0,-0.0041940252988653
25,ADM,2020-02-07,-0.0004742420727884,1.0,-0.0004742420727884
26,ADM,2020-02-10,0.0070747898206548,1.0,0.0070747898206548
